date,user_id,event_name,user_type,level,revenue
2025-01-07,3db867fb-69b0-4b3b-bb8d-5f75e4410c49,level_complete,F2P,15,0.0
2025-01-11,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,1,0.0
2025-01-11,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,1,0.0
2025-01-11,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,2,0.0
2025-01-11,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,3,0.0
2025-01-11,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,4,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,5,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,5,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,6,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,7,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,8,0.0
2025-01-12,90fb6283-96ce-4507-89c1-de132f7dad25,level_fail,F2P,9,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,9,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,9,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,10,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,11,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,12,0.0
2025-01-13,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,13,0.0
2025-01-14,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,14,0.0
2025-01-14,90fb6283-96ce-4507-89c1-de132f7dad25,level_fail,F2P,14,0.0
2025-01-14,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,14,0.0
2025-01-15,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,15,0.0
2025-01-15,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,15,0.0
2025-01-15,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,16,0.0
2025-01-16,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,17,0.0
2025-01-16,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,17,0.0
2025-01-17,90fb6283-96ce-4507-89c1-de132f7dad25,session_start,F2P,18,0.0
2025-01-17,90fb6283-96ce-4507-89c1-de132f7dad25,level_complete,F2P,18,0.0
2025-01-17,90fb6283-96ce-4507-89c1-de132f7dad25,level_fail,F2P,19,0.0
2025-01-19,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,1,0.0
2025-01-19,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,1,0.0
2025-01-19,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,2,0.0
2025-01-19,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,3,0.0
2025-01-19,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,4,4.99
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,4,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,4,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,4,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,5,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,6,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,7,4.99
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,7,0.0
2025-01-20,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,8,4.99
2025-01-21,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,8,0.0
2025-01-21,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,8,0.0
2025-01-21,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,8,0.0
2025-01-21,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,9,0.0
2025-01-22,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,10,0.0
2025-01-22,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,10,0.0
2025-01-22,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,10,0.0
2025-01-22,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,10,4.99
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,10,0.0
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,10,0.0
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,10,0.0
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,10,0.0
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,11,0.0
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,11,4.99
2025-01-23,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,11,0.0
2025-01-24,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,11,0.0
2025-01-24,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,11,0.0
2025-01-24,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,12,4.99
2025-01-24,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,12,0.0
2025-01-25,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,12,0.0
2025-01-25,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,12,0.0
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,12,0.0
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,12,0.0
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,13,0.0
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,14,0.0
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,14,4.99
2025-01-26,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,14,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,14,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,14,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,15,4.99
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,15,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,15,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,16,4.99
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,16,0.0
2025-01-27,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,17,4.99
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,17,0.0
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,17,0.0
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,18,4.99
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,18,0.0
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,18,4.99
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,18,0.0
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,19,0.0
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,19,4.99
2025-01-28,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,19,0.0
2025-01-29,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,20,0.0
2025-01-29,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,20,0.0
2025-01-29,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,20,0.0
2025-01-29,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,21,0.0
2025-01-29,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,21,0.0
2025-01-30,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,21,0.0
2025-01-30,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,21,0.0
2025-01-30,7bc475d7-9953-4f4d-9850-c7405bde50cc,in_app_purchase,Whale,21,4.99
2025-01-31,7bc475d7-9953-4f4d-9850-c7405bde50cc,session_start,Whale,21,0.0
2025-01-31,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,21,0.0
2025-01-31,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_complete,Whale,22,0.0
2025-01-31,7bc475d7-9953-4f4d-9850-c7405bde50cc,level_fail,Whale,23,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,session_start,F2P,1,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,1,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,2,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,3,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,3,0.0
2025-01-29,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,4,0.0
2025-01-30,85a192c3-e361-4d67-8338-f6398e7aea00,session_start,F2P,4,0.0
2025-01-30,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,4,0.0
2025-01-30,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,5,0.0
2025-01-31,85a192c3-e361-4d67-8338-f6398e7aea00,session_start,F2P,6,0.0
2025-01-31,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,6,0.0
2025-01-31,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,6,0.0
2025-01-31,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,7,0.0
2025-02-01,85a192c3-e361-4d67-8338-f6398e7aea00,session_start,F2P,7,0.0
2025-02-01,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,7,0.0
2025-02-01,85a192c3-e361-4d67-8338-f6398e7aea00,level_complete,F2P,8,0.0
2025-02-01,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,9,0.0
2025-02-01,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,9,0.0
2025-02-02,85a192c3-e361-4d67-8338-f6398e7aea00,session_start,F2P,9,0.0
2025-02-02,85a192c3-e361-4d67-8338-f6398e7aea00,level_fail,F2P,9,0.0
2025-01-03,5b737cc1-5135-4e45-90d0-3636120d0ee9,session_start,F2P,1,0.0
2025-01-03,5b737cc1-5135-4e45-90d0-3636120d0ee9,level_complete,F2P,1,0.0
2025-01-03,5b737cc1-5135-4e45-90d0-3636120d0ee9,level_complete,F2P,2,0.0
2025-01-03,5b737cc1-5135-4e45-90d0-3636120d0ee9,level_complete,F2P,3,0.0
2025-01-03,5b737cc1-5135-4e45-90d0-3636120d0ee9,level_complete,F2P,4,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,1,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,1,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,2,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,level_fail,F2P,3,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,3,0.0
2025-01-15,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,4,0.0
2025-01-16,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,5,0.0
2025-01-16,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,5,0.0
2025-01-17,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,6,0.0
2025-01-17,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,6,0.0
2025-01-17,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,7,0.0
2025-01-17,2407ad74-aff6-4644-9f69-ddb122122a54,level_fail,F2P,8,0.0
2025-01-17,2407ad74-aff6-4644-9f69-ddb122122a54,level_fail,F2P,8,0.0
2025-01-18,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,8,0.0
2025-01-18,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,8,0.0
2025-01-18,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,9,0.0
2025-01-18,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,10,0.0
2025-01-19,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,11,0.0
2025-01-19,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,11,0.0
2025-01-19,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,12,0.0
2025-01-20,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,13,0.0
2025-01-20,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,13,0.0
2025-01-20,2407ad74-aff6-4644-9f69-ddb122122a54,level_fail,F2P,14,0.0
2025-01-21,2407ad74-aff6-4644-9f69-ddb122122a54,session_start,F2P,14,0.0
2025-01-21,2407ad74-aff6-4644-9f69-ddb122122a54,level_fail,F2P,14,0.0
2025-01-21,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,14,0.0
2025-01-21,2407ad74-aff6-4644-9f69-ddb122122a54,level_complete,F2P,15,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,1,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,1,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,2,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,3,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,4,0.0
2025-01-07,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,5,0.0
2025-01-08,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,6,0.0
2025-01-08,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,6,0.0
2025-01-08,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,7,0.0
2025-01-09,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,8,0.0
2025-01-09,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,8,0.0
2025-01-09,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,9,0.0
2025-01-09,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,10,0.0
2025-01-09,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,11,0.0
2025-01-10,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,12,0.0
2025-01-10,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,12,0.0
2025-01-11,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,13,0.0
2025-01-11,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,13,0.0
2025-01-11,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,14,0.0
2025-01-12,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,15,0.0
2025-01-12,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,15,0.0
2025-01-13,b70063b3-3280-4ffc-a0c7-efa42e114880,session_start,F2P,16,0.0
2025-01-13,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,16,0.0
2025-01-13,b70063b3-3280-4ffc-a0c7-efa42e114880,level_complete,F2P,17,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,session_start,F2P,1,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,1,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,2,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,3,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,4,0.0
2025-01-07,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,5,0.0
2025-01-08,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,session_start,F2P,6,0.0
2025-01-08,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,6,0.0
2025-01-08,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,7,0.0
2025-01-08,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,8,0.0
2025-01-09,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,session_start,F2P,9,0.0
2025-01-09,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,9,0.0
2025-01-09,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_fail,F2P,10,0.0
2025-01-09,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_fail,F2P,10,0.0
2025-01-09,d8e2c087-925e-46ff-bf2d-d7e72acfeff0,level_complete,F2P,10,0.0
2025-01-16,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,1,0.0
2025-01-16,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,1,0.0
2025-01-16,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,2,0.0
2025-01-17,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,3,0.0
2025-01-17,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,3,0.0
2025-01-17,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_fail,F2P,4,0.0
2025-01-18,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,4,0.0
2025-01-18,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,4,0.0
2025-01-19,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,5,0.0
2025-01-19,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,5,0.0
2025-01-19,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,6,0.0
2025-01-20,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,7,0.0
2025-01-20,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,7,0.0
2025-01-20,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_fail,F2P,8,0.0
2025-01-20,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_fail,F2P,8,0.0
2025-01-20,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,8,0.0
2025-01-21,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,session_start,F2P,9,0.0
2025-01-21,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_fail,F2P,9,0.0
2025-01-21,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_complete,F2P,9,0.0
2025-01-21,8a4c8ccc-2b21-413e-9c7a-f8504fb8332b,level_fail,F2P,10,0.0
2025-01-25,31c22474-bcf8-4d82-8213-d8ab123862d2,session_start,F2P,1,0.0
2025-01-25,31c22474-bcf8-4d82-8213-d8ab123862d2,level_complete,F2P,1,0.0
2025-01-25,31c22474-bcf8-4d82-8213-d8ab123862d2,level_fail,F2P,2,0.0
2025-01-25,31c22474-bcf8-4d82-8213-d8ab123862d2,level_complete,F2P,2,0.0
2025-01-26,31c22474-bcf8-4d82-8213-d8ab123862d2,session_start,F2P,3,0.0
2025-01-26,31c22474-bcf8-4d82-8213-d8ab123862d2,level_fail,F2P,3,0.0
2025-01-26,31c22474-bcf8-4d82-8213-d8ab123862d2,level_fail,F2P,3,0.0
2025-01-09,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,1,0.0
2025-01-09,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,1,0.0
2025-01-10,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,2,0.0
2025-01-10,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,2,0.0
2025-01-10,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,3,0.0
2025-01-10,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,4,0.0
2025-01-10,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,5,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,6,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,6,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,7,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,8,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,9,0.0
2025-01-11,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,10,0.0
2025-01-12,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,11,0.0
2025-01-12,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,11,0.0
2025-01-12,bca87f0b-2e19-4930-8675-a49746144122,level_fail,F2P,12,0.0
2025-01-12,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,12,0.0
2025-01-12,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,13,0.0
2025-01-13,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,14,0.0
2025-01-13,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,14,0.0
2025-01-13,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,15,0.0
2025-01-13,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,16,0.0
2025-01-14,bca87f0b-2e19-4930-8675-a49746144122,session_start,F2P,17,0.0
2025-01-14,bca87f0b-2e19-4930-8675-a49746144122,level_complete,F2P,17,0.0
2025-01-24,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,1,0.0
2025-01-24,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,1,0.0
2025-01-25,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,2,0.0
2025-01-25,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,2,0.0
2025-01-25,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,3,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,4,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,4,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,5,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,6,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,7,0.0
2025-01-26,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,8,0.0
2025-01-27,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,9,0.0
2025-01-27,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,9,0.0
2025-01-27,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,10,0.0
2025-01-27,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,11,0.0
2025-01-27,dd6c40ab-df19-465b-aed4-a1dafe169112,level_fail,F2P,12,0.0
2025-01-28,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,12,0.0
2025-01-28,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,12,0.0
2025-01-29,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,13,0.0
2025-01-29,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,13,0.0
2025-01-30,dd6c40ab-df19-465b-aed4-a1dafe169112,session_start,F2P,14,0.0
2025-01-30,dd6c40ab-df19-465b-aed4-a1dafe169112,level_complete,F2P,14,0.0
2025-01-21,8221afa0-3773-4405-be4f-14c9221e9e00,session_start,F2P,1,0.0
2025-01-21,8221afa0-3773-4405-be4f-14c9221e9e00,level_complete,F2P,1,0.0
