impression_id,user_id,timestamp,ad_type,placement,revenue
e443ea9d-2df8-43b8-a3d9-2fcf9ef06766,453c63e6,2025-10-30T00:30:15,Interstitial,End Game,0.0151
63b08c08-3ef3-4916-acca-9f49c14c3d16,453c63e6,2025-10-30T18:58:01,Interstitial,End Game,0.0124
2ffcb11a-0204-4dbc-becb-6bcb410260e4,453c63e6,2025-11-01T19:04:00,Interstitial,End Game,0.0061
8569023e-bd54-41cf-bbf7-936dec5b8015,453c63e6,2025-11-03T07:02:00,Interstitial,End Game,0.0074
d2089ee8-cdad-482e-a02e-c5c65cfea699,453c63e6,2025-11-04T06:33:24,Interstitial,End Game,0.0077
c1855e9e-8938-4f95-90f7-c4274d1fd4b4,453c63e6,2025-11-05T03:15:05,Interstitial,End Game,0.0135
4eeddb2e-e7fa-4bce-bafa-5f25e3231fcc,453c63e6,2025-11-07T09:32:39,Rewarded Video,Revive,0.0331
987c4dd6-61e4-4634-a93b-1f0bcd73f002,a0f37894,2025-10-29T08:31:40,Interstitial,End Game,0.0139
ddc69cee-9f94-4a4b-a1a0-5f3f23d685b5,a0f37894,2025-10-30T02:47:28,Interstitial,End Game,0.0199
3aded4dc-6171-45a8-b3f2-7c4f51b31be7,a0f37894,2025-10-30T23:45:57,Interstitial,End Game,0.0166
f379213a-d0db-443e-b6da-757968c58055,a0f37894,2025-10-31T17:28:59,Interstitial,End Game,0.0144
ad77d8a6-0fbe-4710-924e-ab49a3a96178,a0f37894,2025-11-01T16:27:48,Interstitial,End Game,0.0107
47cb0d65-7c3d-4943-af67-033cc6fc2754,a0f37894,2025-11-02T05:05:56,Interstitial,End Game,0.014
e34abd3e-d05c-4f73-b291-2bac39e9e2c8,5f0eda30,2025-11-21T12:49:00,Interstitial,End Game,0.0093
c1ff5fe4-21e3-44d1-a3c6-d1274fc0d3c7,5f0eda30,2025-11-22T14:48:50,Interstitial,End Game,0.0074
58f7ee53-2215-4669-922c-ef85f7f1c3ca,5f0eda30,2025-11-22T15:06:49,Rewarded Video,Revive,0.0276
3f88126b-3cc0-4893-b000-8a2624a777bb,3fbb8a94,2025-11-13T07:16:54,Interstitial,End Game,0.0162
761ce6d2-ed51-4062-89ad-00489070defb,3fbb8a94,2025-11-15T16:34:16,Interstitial,End Game,0.0179
b3759e88-a0c6-48a5-b47f-abd937a8fa84,3fbb8a94,2025-11-16T11:03:55,Interstitial,End Game,0.0177
a3eba1cc-bdd1-499f-bd2f-406331e45203,3fbb8a94,2025-11-17T01:29:06,Rewarded Video,Revive,0.0372
fabb36c2-62d1-4541-8979-cee8c19c295e,7848f6cf,2025-11-13T07:19:54,Interstitial,End Game,0.0076
ea3d9cce-15f0-4242-9fe2-ca422cd97283,7848f6cf,2025-11-13T21:20:07,Interstitial,End Game,0.0076
90de068e-f4d0-4519-9eed-d97ea2e1c5d4,7848f6cf,2025-11-14T12:46:57,Interstitial,End Game,0.0156
eb613020-cf46-40ff-847f-2b2ab433f7f0,7848f6cf,2025-11-16T05:00:13,Interstitial,End Game,0.0158
add3a435-df07-4605-911f-5d83cba3931b,7848f6cf,2025-11-16T17:31:37,Rewarded Video,Revive,0.0241
d64f61fd-dab7-41c6-82e6-95153cf26633,7848f6cf,2025-11-16T17:35:32,Interstitial,End Game,0.0149
f4bd1988-2f49-429e-b3db-0f46663c3a20,1df4e543,2025-10-15T18:11:35,Rewarded Video,Revive,0.0384
2dd06dd0-7ee3-4181-8447-028b4a17f591,1df4e543,2025-10-16T05:23:19,Interstitial,End Game,0.0185
6eada40a-9965-43ea-b7c7-87ce64c11821,1df4e543,2025-10-16T09:19:08,Interstitial,End Game,0.0185
802c3fe4-3dc0-4414-b16b-f5548901ce32,1df4e543,2025-10-17T01:11:54,Interstitial,End Game,0.0145
74825002-ca67-48e7-913b-2b76c01159a5,1df4e543,2025-10-18T17:18:50,Interstitial,End Game,0.0104
9faf6935-0980-4c12-9656-22f8353f434b,1df4e543,2025-10-19T17:12:29,Interstitial,End Game,0.0137
b6f0342c-aba9-4bec-8752-e1658cfc3ca4,1df4e543,2025-10-19T22:02:54,Rewarded Video,Revive,0.0496
c9974036-483f-402b-a256-f4c3f1c21f43,1df4e543,2025-10-21T03:25:20,Interstitial,End Game,0.0156
85171a96-d9c1-4c2e-827a-9c845f47430f,1df4e543,2025-10-22T09:16:03,Interstitial,End Game,0.005
a6750310-4bb8-4e72-9c73-c65e72db2b13,3c839b33,2025-11-14T23:22:56,Interstitial,End Game,0.0177
d971d07b-a1c0-48b2-9945-1543e938c8e5,3c839b33,2025-11-15T23:58:39,Interstitial,End Game,0.0079
29482462-3190-4837-a65f-246a30baed51,3c839b33,2025-11-18T11:13:49,Interstitial,End Game,0.0195
629706e8-60a4-4224-83f3-69c025240935,3c839b33,2025-11-19T08:06:54,Interstitial,End Game,0.0088
475aeb43-bd08-42fa-8867-756107dc18bf,3c839b33,2025-11-19T16:35:21,Interstitial,End Game,0.0103
1ebccb1c-3af0-48a3-b154-f80b9379e371,3c839b33,2025-11-20T02:06:51,Interstitial,End Game,0.0147
f7da2d6c-f9f6-4b1b-b480-4b0a122bc4a0,3c839b33,2025-11-20T03:32:36,Interstitial,End Game,0.0139
11639e03-bf34-49ea-9dfe-074a6ae2a3a5,53c019ae,2025-11-08T16:22:34,Interstitial,End Game,0.0109
9ec4f6da-0ca3-420d-b5a1-6cc91b41af23,53c019ae,2025-11-11T02:00:32,Interstitial,End Game,0.0099
acf4af32-8fd6-4ba8-9c05-c3536d4d2efb,53c019ae,2025-11-11T18:50:43,Interstitial,End Game,0.0082
95434123-229e-43d8-a385-b2dac0b21a3e,53c019ae,2025-11-12T17:50:46,Interstitial,End Game,0.0177
f181f631-4557-42ac-8bd7-a11a9f95e770,53c019ae,2025-11-13T14:58:39,Interstitial,End Game,0.0124
8a985071-5bb6-42d6-81c8-7e9f88cd14bc,53c019ae,2025-11-13T20:02:02,Rewarded Video,Revive,0.0336
f9089b01-10bf-4759-b1b8-13ae38f07b8a,e082c7d7,2025-10-27T10:10:55,Interstitial,End Game,0.0185
ed5a1336-b371-491b-8cba-1ede76f25f9c,e082c7d7,2025-10-29T07:19:03,Interstitial,End Game,0.0145
9daed08c-6362-4bb7-b0f5-e9bf474b751c,e082c7d7,2025-10-30T04:51:17,Interstitial,End Game,0.0188
f2ed40ab-d110-47bc-9621-b2ad4ce73fd3,5a4fd2ae,2025-11-24T13:07:05,Rewarded Video,Revive,0.0273
c825851d-7994-420f-85ac-869e9f37d2eb,5a4fd2ae,2025-11-24T13:11:14,Interstitial,End Game,0.0188
75c2e78d-ce9d-4bc8-a4ab-98b174656a71,5a4fd2ae,2025-11-25T12:32:06,Interstitial,End Game,0.0105
e5b93ce7-037d-47a2-a787-e8d098454332,5a4fd2ae,2025-11-26T18:51:39,Rewarded Video,Revive,0.028
be3c361f-d00c-46cc-a826-d04e8916ff07,5a4fd2ae,2025-11-26T18:55:18,Interstitial,End Game,0.0107
0e0eb69a-ed7d-4168-b9c4-7ca309d0b6ab,5a4fd2ae,2025-11-27T00:50:54,Interstitial,End Game,0.0184
5c3cb0a6-3ce5-4be2-a19b-c24e316c8e63,5a4fd2ae,2025-11-27T17:08:11,Rewarded Video,Revive,0.0424
e10e2d75-9693-4187-ac43-9b8176ad7575,5a4fd2ae,2025-11-27T17:10:38,Interstitial,End Game,0.0188
6f5a25be-c0c2-4f67-a363-3ba2fe2284d4,5a4fd2ae,2025-11-29T05:52:44,Rewarded Video,Revive,0.0159
aa37187f-3efa-426c-8993-8a33bbcc66f5,5a4fd2ae,2025-11-29T05:57:08,Interstitial,End Game,0.0065
c3163414-7cda-456d-8373-280c60a44039,5a4fd2ae,2025-11-29T08:00:02,Interstitial,End Game,0.0066
728bb285-67e1-4d96-a93d-466fb6adc30f,5a4fd2ae,2025-11-29T12:41:22,Rewarded Video,Revive,0.0302
f8449877-8c6e-46fb-aa37-02176bc8d69a,5a4fd2ae,2025-11-29T12:44:33,Interstitial,End Game,0.0138
3e8fe930-25c3-417d-9fa1-9499c4fda423,5a4fd2ae,2025-11-29T14:40:38,Rewarded Video,Revive,0.0177
51b242cf-f319-470b-89b8-36925ef992ef,3717c792,2025-11-29T03:28:27,Interstitial,End Game,0.0171
0c705716-4eed-4e87-8d60-8695705b162d,3717c792,2025-11-29T12:01:07,Interstitial,End Game,0.0172
11438639-8318-4e06-8643-4f31e0ce2a29,66c40ca5,2025-11-01T01:29:23,Interstitial,End Game,0.0187
af1c819f-bf35-490f-9163-693e89dbe46a,1b93da12,2025-10-23T02:20:44,Interstitial,End Game,0.0136
b71a44ef-37f9-40f4-b162-130d03610473,1b93da12,2025-10-23T21:19:37,Interstitial,End Game,0.0169
7dcc786b-5cf2-48b3-844f-bbfd3766a4b9,1b93da12,2025-10-24T09:37:07,Interstitial,End Game,0.0079
04c0cde9-e6a4-459a-81ba-2fe5e355fb21,1b93da12,2025-10-25T08:08:09,Interstitial,End Game,0.0117
3969d173-9695-4aed-a6bc-688aeff94dd8,1b93da12,2025-10-25T12:37:45,Interstitial,End Game,0.0148
d96541d0-5f77-4066-9ad6-a017a31fd6ca,1b93da12,2025-10-25T22:44:06,Interstitial,End Game,0.0089
219e2477-3002-4223-b5d0-df463a9bdb89,1b93da12,2025-10-27T02:00:34,Rewarded Video,Revive,0.0448
54039f06-131d-4360-81be-c6ab960a83d5,1b93da12,2025-10-27T22:12:05,Rewarded Video,Revive,0.0406
babd3d5b-aecb-461e-ae22-e7301eb00e67,1b93da12,2025-10-27T22:18:52,Interstitial,End Game,0.0162
d148668b-f9d7-4379-aec9-84d7bf364edc,1b93da12,2025-10-28T08:52:00,Interstitial,End Game,0.0052
28525d1b-4c32-4778-921b-7a69782100cd,1b93da12,2025-10-28T16:34:47,Rewarded Video,Revive,0.0166
b7dfa2e2-c2d2-4826-93db-ef3b069421ec,1b93da12,2025-10-29T17:42:05,Rewarded Video,Revive,0.0408
33dcd35f-725e-4585-9cf1-2d66e85d8c7d,1b93da12,2025-10-30T07:53:37,Interstitial,End Game,0.0148
e1e228bc-6b40-4a0c-acce-614fa1028a24,1b93da12,2025-10-31T07:31:51,Interstitial,End Game,0.0175
ffeedac3-92b0-4177-8532-b4c13b32c27e,1b93da12,2025-10-31T10:30:35,Interstitial,End Game,0.0082
438efec2-738e-4f71-ac9f-42c946150015,1b93da12,2025-11-01T07:58:56,Interstitial,End Game,0.0125
bcc7d7fa-7223-436b-8814-c9fa7923646c,126317c6,2025-10-26T04:15:37,Interstitial,End Game,0.0196
8d822eb8-e8a9-4ec4-ad2d-1fd180e83ad2,126317c6,2025-10-26T22:53:02,Interstitial,End Game,0.0196
9ce511f5-27bf-4250-87c9-a583e28b07a0,126317c6,2025-10-27T16:36:48,Interstitial,End Game,0.0145
5a89534d-f54f-4c50-a198-d6f483e6beca,2b8f8eae,2025-10-15T08:12:03,Interstitial,End Game,0.0132
8784ef40-ce45-4fcc-90be-57a8838dd62f,2b8f8eae,2025-10-15T18:17:35,Interstitial,End Game,0.01
58b852b8-5a69-4957-acfa-26b414cedd82,2b8f8eae,2025-10-16T02:44:40,Interstitial,End Game,0.0153
e39e379b-cc3e-496f-a08e-1a43d0bf90ee,2b8f8eae,2025-10-16T12:16:33,Interstitial,End Game,0.0063
b1ec077d-a153-4793-acbe-a5f4958ad6d9,2b8f8eae,2025-10-18T17:07:17,Interstitial,End Game,0.0192
3c98bf2c-f5fb-48f1-a4f3-e1d5718c4965,2b8f8eae,2025-10-18T19:28:52,Interstitial,End Game,0.0195
8d249f23-5e64-458b-88d2-df6cea153e1e,2b8f8eae,2025-10-19T16:37:09,Interstitial,End Game,0.0159
65036705-e52c-4131-bc41-0028bebd31c7,2b8f8eae,2025-10-20T04:40:06,Rewarded Video,Revive,0.0165
84b06244-c6db-4925-b150-5d4abef7b96e,c8e2dccd,2025-10-26T09:01:17,Interstitial,End Game,0.0139
eaf4050f-4eef-4957-aadf-8a43733e83f2,c8e2dccd,2025-10-26T19:00:25,Interstitial,End Game,0.0151
722f41b9-be15-4c5c-9140-e426457583d1,c8e2dccd,2025-10-27T01:31:29,Rewarded Video,Revive,0.0175
3ebab345-5609-4d6a-9601-5840c2c99e7c,c8e2dccd,2025-10-28T09:34:04,Rewarded Video,Revive,0.0483
afd7bc8b-3369-4b78-852a-8652f3f62a14,c8e2dccd,2025-10-29T01:54:47,Interstitial,End Game,0.0061
83deb312-d1d4-470b-9c73-c893b60fdecf,c8e2dccd,2025-10-29T15:44:49,Rewarded Video,Revive,0.0301
83d85601-ab49-44da-8022-037982477aa3,c8e2dccd,2025-10-29T15:48:07,Interstitial,End Game,0.0134
f16b41b9-d9a3-4b13-be5d-9d87a914a63b,c8e2dccd,2025-10-29T17:52:52,Interstitial,End Game,0.0149
81af5584-eee1-46c5-97f5-ce7b98dde979,c8e2dccd,2025-10-30T13:22:16,Interstitial,End Game,0.0175
6a1740ee-c758-4fbd-b8cd-ab51939fa40a,c8e2dccd,2025-10-31T04:52:50,Rewarded Video,Revive,0.0498
e4ec4539-8366-4295-b8d8-5a16ac9f0352,c8e2dccd,2025-11-02T15:46:10,Interstitial,End Game,0.0183
0f4e0e50-917a-4ece-867f-aef17b4fd4a5,c8e2dccd,2025-11-03T05:02:54,Interstitial,End Game,0.0078
03722f16-f860-4602-ba05-1d54c4eb4aee,fa880377,2025-10-13T22:30:07,Interstitial,End Game,0.0121
95e34aa0-778c-4bf4-a1f2-35dca096c23d,fa880377,2025-10-14T08:52:05,Interstitial,End Game,0.0196
318e7cad-8be7-48a6-b300-7e63c150478b,fa880377,2025-10-15T13:32:55,Interstitial,End Game,0.0192
811d5fc4-5ba4-4e4d-a11c-e83a002fa102,fa880377,2025-10-15T18:11:26,Interstitial,End Game,0.0083
0c9f19ca-69b7-4156-9dcd-f2a86474cd6d,fa880377,2025-10-17T15:03:18,Interstitial,End Game,0.013
37b9a064-b659-4c44-a38f-570fc806c83a,fa880377,2025-10-19T12:54:44,Interstitial,End Game,0.0095
14e121ea-bea2-4452-9827-604b981cfa25,fa880377,2025-10-19T23:37:38,Interstitial,End Game,0.0149
ad530c73-fc82-40e5-9303-434478d83ba3,fa880377,2025-10-20T07:57:52,Interstitial,End Game,0.0173
acadf8de-9990-4d06-bf8d-fc5dc140d697,fa880377,2025-10-21T02:46:54,Interstitial,End Game,0.0115
fc8d3f4e-0f5a-4480-ac2c-7f43c42374db,fa880377,2025-10-21T10:20:03,Interstitial,End Game,0.0076
976a3ab9-b22e-4322-aeab-c1582075cba3,fa880377,2025-10-22T06:30:18,Interstitial,End Game,0.0094
3aadfa8f-db3b-48ed-ad3a-c316944b7399,fa880377,2025-10-22T21:17:01,Rewarded Video,Revive,0.0207
ad984315-d230-4c32-964b-fb20e227820a,fa880377,2025-10-25T04:53:41,Rewarded Video,Revive,0.0356
a8bdad19-d243-472e-9bb8-89007c981e8b,3b3e06a0,2025-10-04T14:46:23,Interstitial,End Game,0.007
dbdc771b-a738-4026-8c15-1d2016c9a479,3b3e06a0,2025-10-07T02:01:34,Interstitial,End Game,0.0185
873e532d-76c5-40de-af1b-36b051752f8b,3b3e06a0,2025-10-08T03:53:34,Interstitial,End Game,0.0147
9522ebd5-48e1-4b68-b807-4787ef2e004d,3b3e06a0,2025-10-08T10:33:49,Interstitial,End Game,0.0167
ab3b4c8c-4478-4594-91f5-e8fd4d7a06ff,3b3e06a0,2025-10-09T10:36:01,Interstitial,End Game,0.0107
b37c2eb9-883f-4803-834e-2115ec974a3d,3b3e06a0,2025-10-10T06:30:29,Rewarded Video,Revive,0.0406
53ff6989-ff99-4856-a310-9ba53b8359d9,3b3e06a0,2025-10-10T15:57:22,Rewarded Video,Revive,0.0305
ee4f8134-d6d4-430c-8dec-11f6484e6d08,c211b44d,2025-10-25T04:36:07,Interstitial,End Game,0.0088
65ef32d0-2484-41a8-b783-351c31d44107,c211b44d,2025-10-25T16:20:09,Interstitial,End Game,0.02
d56a25d3-ce41-4124-85b4-af4179f8bfa3,c211b44d,2025-10-25T22:31:22,Interstitial,End Game,0.0088
271d8cf3-14d1-4424-95c9-024dfde82ba4,c211b44d,2025-10-29T23:17:19,Interstitial,End Game,0.0164
e47c8fd4-80d2-4e87-9e4a-5a760bd12881,c211b44d,2025-10-30T21:49:26,Rewarded Video,Revive,0.0383
6bb4876e-21c7-4ff4-87f1-ff6e1d0b2adc,c211b44d,2025-10-30T21:51:29,Rewarded Video,Revive,0.0245
5c7aacfc-23ea-4aa3-9d43-65415f809275,6e63af5c,2025-11-06T17:31:03,Interstitial,End Game,0.0171
d49f93c8-cbb4-4ad8-8aa2-e2d5c6427845,6e63af5c,2025-11-07T09:13:57,Interstitial,End Game,0.0087
a19ead88-5ace-49d2-895f-ba2ccc03bfe7,e649362f,2025-11-01T22:39:33,Interstitial,End Game,0.0108
5d49daea-a9db-4a66-a02f-e874dfc0d6fe,e649362f,2025-11-03T01:34:00,Interstitial,End Game,0.0137
d5697b51-9b3e-4d50-9cdc-a7511bf811df,e649362f,2025-11-03T15:28:18,Rewarded Video,Revive,0.0179
a80853a7-30b4-4a35-b2b9-b6d097f65289,e649362f,2025-11-04T09:45:58,Interstitial,End Game,0.0144
82c09d1b-5501-4210-9728-f101692bf559,36664305,2025-10-07T19:25:33,Interstitial,End Game,0.0079
8310e9fb-184e-4063-878c-01e13e854aa0,36664305,2025-10-08T12:32:46,Interstitial,End Game,0.0195
040dab4f-0533-443a-9f93-8820b114b040,36664305,2025-10-08T21:43:31,Rewarded Video,Revive,0.0229
8e3d0f94-3591-4289-805b-dea9e2c9602e,36664305,2025-10-08T21:46:25,Interstitial,End Game,0.0124
87c05bd1-b0bb-451e-a2d7-3bb868a489d0,36664305,2025-10-09T08:44:21,Interstitial,End Game,0.0176
b0aa58cc-6a09-4d32-978e-affdd0e0beef,e461d8a5,2025-11-12T08:59:52,Interstitial,End Game,0.0142
16e70ed5-63ef-44eb-8082-f9c7f7c9e960,93ea6630,2025-11-24T14:58:54,Interstitial,End Game,0.0163
273d15d4-cdd0-4432-8654-5bc43326a4be,bee4f098,2025-11-06T04:51:38,Rewarded Video,Revive,0.0317
098b2894-c91d-42ef-a1c0-0080c8bdbcef,dc901291,2025-10-19T17:43:00,Interstitial,End Game,0.0088
cf0db1fd-9061-4860-8234-3354c07ee2b9,dc901291,2025-10-19T21:40:41,Interstitial,End Game,0.0051
1ab6628d-5905-4bb0-b381-fcdecd91b33c,dc901291,2025-10-19T23:05:30,Interstitial,End Game,0.0065
3e3b4916-fb0d-4678-9904-02f172f737dc,dc901291,2025-10-20T04:17:56,Interstitial,End Game,0.0115
c7ba2b63-1fe6-48bb-839d-aa46b6668d62,dc901291,2025-10-21T03:44:42,Interstitial,End Game,0.0073
0920b63c-6850-48a9-b488-c8eee3f28bfd,dc901291,2025-10-22T00:24:46,Interstitial,End Game,0.0199
744db499-2dde-413f-968e-d31721c8c2db,dc901291,2025-10-22T06:17:45,Rewarded Video,Revive,0.0191
ec245407-5265-4a21-a51b-c202f61b4c76,da4c4311,2025-10-24T03:18:11,Interstitial,End Game,0.0078
a6ab7347-47b7-4362-ada3-b473841d2925,da4c4311,2025-10-25T19:53:46,Rewarded Video,Revive,0.0188
9ccc1c7c-377e-4298-9427-320f2b77988f,da4c4311,2025-10-25T19:56:43,Interstitial,End Game,0.0115
2f63941f-7837-4505-a9dc-813a9e86ef1a,da4c4311,2025-10-26T04:57:20,Interstitial,End Game,0.0094
fc3c01e2-1669-426f-aea0-162090eb5e10,da4c4311,2025-10-26T17:11:50,Rewarded Video,Revive,0.0461
cf7ff86c-62b6-4bae-825b-317447288849,da4c4311,2025-10-26T17:14:07,Interstitial,End Game,0.0101
96f1c361-bcda-4215-9e45-6bf942e34a53,da4c4311,2025-10-27T14:14:13,Rewarded Video,Revive,0.0356
4e24eeed-27eb-4fdb-8650-c97bf60129b5,da4c4311,2025-10-28T16:01:01,Rewarded Video,Revive,0.0427
72de081b-a64f-4472-a1de-2b05bf55f5a4,da4c4311,2025-10-28T22:40:17,Interstitial,End Game,0.0196
98f76056-36e2-4d17-8041-fb935a1f1c07,da4c4311,2025-10-29T19:48:58,Rewarded Video,Revive,0.0396
96a744ae-d128-4b0f-bdb2-242d0825970c,da4c4311,2025-10-29T19:51:45,Interstitial,End Game,0.0146
20bd3f19-d9ff-4d1f-aea9-fdc04d9e692e,da4c4311,2025-10-30T15:00:01,Interstitial,End Game,0.0065
cd32752f-d12b-4449-ab18-aa5ff4a65b52,da4c4311,2025-11-01T13:39:42,Interstitial,End Game,0.0094
50deacf9-a834-4e77-aa16-98b83ca7a3eb,da4c4311,2025-11-01T15:18:40,Rewarded Video,Revive,0.0304
97db383b-ae20-46ee-a9ab-1951d309c2d9,da4c4311,2025-11-01T15:23:52,Rewarded Video,Revive,0.0151
98a8af9c-091f-4dfc-bb7a-898a4e3e2de3,a07ac1f2,2025-10-10T07:34:23,Interstitial,End Game,0.0189
8084181f-1a4a-408b-a069-333e35dd9601,a07ac1f2,2025-10-10T11:38:54,Interstitial,End Game,0.0062
259b0074-9ef9-4fa5-91c6-ff0e8d1155ab,a07ac1f2,2025-10-11T01:54:43,Interstitial,End Game,0.0059
c719ed2e-beb1-483b-bbed-978715203c99,a07ac1f2,2025-10-11T16:01:59,Interstitial,End Game,0.0053
224f048d-95a5-474c-9fc4-ea342ce1f9e7,a07ac1f2,2025-10-11T23:56:09,Interstitial,End Game,0.0052
3ca5a85b-c085-4dfc-a148-607bb487877f,a07ac1f2,2025-10-12T02:09:33,Interstitial,End Game,0.0089
419486a0-769f-4fb3-ab3f-b89fe37302b5,a2513b45,2025-10-20T18:54:21,Interstitial,End Game,0.0062
841e120a-be4d-4332-abae-2ee625b67e09,a2513b45,2025-10-21T02:28:37,Interstitial,End Game,0.0094
3620b81f-c70d-4daf-ae1f-8a659cf9b4d2,a2513b45,2025-10-23T13:59:18,Interstitial,End Game,0.0068
f0e7fde0-3d79-4e44-90a8-5ad35c2e659c,a2513b45,2025-10-25T13:15:29,Interstitial,End Game,0.0163
e76b54e1-45b6-4d59-998a-98953bd0136d,a2513b45,2025-10-27T03:13:15,Interstitial,End Game,0.0071
1c5d5d4a-79e1-497e-a0f8-4ab5b6702598,a2513b45,2025-10-27T17:49:19,Interstitial,End Game,0.0161
2d8e1008-ff3f-4ada-8ab1-a8ca0b0b2fe3,a2513b45,2025-10-28T16:01:10,Rewarded Video,Revive,0.0129
cf77bd79-2fab-4e58-b7c6-ea4d39b6080c,a2513b45,2025-10-29T11:31:52,Rewarded Video,Revive,0.0281
88084991-8997-4ea7-8d98-db14a0d30d81,a2513b45,2025-10-30T05:02:08,Interstitial,End Game,0.0158
9c4bc650-62a9-4d70-b4a5-f12cf09884d0,19e37bdd,2025-11-20T09:33:33,Rewarded Video,Revive,0.0249
563b3dee-ca0f-46ee-9880-7b5850a8dbb3,19e37bdd,2025-11-20T09:39:02,Interstitial,End Game,0.0101
0c8714c1-7ed1-4fa8-9d4a-ae5a9435b842,19e37bdd,2025-11-20T11:59:15,Interstitial,End Game,0.0133
5276710b-d8c7-4098-aacf-b4ff2a45ca07,19e37bdd,2025-11-21T18:09:49,Interstitial,End Game,0.0107
bb81965c-14b2-474a-ac8c-7687fe2b0132,86c1e7ce,2025-11-19T04:10:15,Interstitial,End Game,0.0144
6d725ba7-604b-4911-8a46-94801cc90a72,86c1e7ce,2025-11-20T11:50:21,Interstitial,End Game,0.0121
f9126869-57cc-4cb0-ace3-abddcaf82783,86c1e7ce,2025-11-22T03:32:11,Interstitial,End Game,0.0081
1747c826-dcab-4ad0-928f-6b01efffa150,86c1e7ce,2025-11-23T01:29:48,Rewarded Video,Revive,0.0227
66c2c057-07a9-4ac8-89dc-048d51b851b9,24f8bf94,2025-11-20T19:55:07,Interstitial,End Game,0.0115
9dcd53e1-f533-4e89-873d-e14a1539a830,24f8bf94,2025-11-21T16:20:07,Rewarded Video,Revive,0.0464
50aaf8ed-9627-47e9-bc4d-e92c237d10ef,e7c67e8c,2025-10-23T05:49:09,Interstitial,End Game,0.0112
7812acfe-1aea-4929-a5a4-a564efeb0e62,e7c67e8c,2025-10-23T07:45:45,Interstitial,End Game,0.0118
0ac27b6f-abaf-4c68-89bf-b34d275a7c28,e7c67e8c,2025-10-24T20:14:54,Interstitial,End Game,0.0186
855e124c-4756-4422-90a8-99912100817d,ee741801,2025-10-10T15:34:29,Interstitial,End Game,0.0168
34accdde-dafa-4e07-866a-5722291769d3,ee741801,2025-10-10T16:25:37,Interstitial,End Game,0.0168
db227ac0-29bc-46c8-8127-42c1a1ec85e4,ee741801,2025-10-11T08:08:30,Interstitial,End Game,0.0199
1c930386-4a43-43fa-9c23-c0085f604229,ee741801,2025-10-12T03:45:53,Interstitial,End Game,0.0106
6a647aaf-a072-4990-b085-3e82cb76c279,6a7f1962,2025-10-22T21:38:11,Interstitial,End Game,0.0137
6bdc54b0-aa1a-4e98-95fd-b9a31e0fffbc,6a7f1962,2025-10-24T01:02:52,Interstitial,End Game,0.0185
4ee40a85-210c-4984-b462-98681069144e,6a7f1962,2025-10-24T13:30:49,Interstitial,End Game,0.0164
51c3acd7-b575-4c22-9b46-93cb1b6e5887,6a7f1962,2025-10-26T02:32:24,Interstitial,End Game,0.0192
e7da531f-d03a-4ba9-99ef-fe17064f13d2,6a7f1962,2025-10-26T09:28:49,Rewarded Video,Revive,0.034
1d2b969c-ed22-4989-a201-762e4e387d34,ed7427d1,2025-11-13T16:44:46,Interstitial,End Game,0.0192
f6f371ca-5e63-42d8-8a94-113acfdf7775,ed7427d1,2025-11-14T04:39:04,Interstitial,End Game,0.0157
38eba24f-73c2-4ef3-b945-91c7e0d726f5,ed7427d1,2025-11-14T20:37:25,Rewarded Video,Revive,0.0491
